election_date,anc,name
1994-11-08,5A03,Joseph Bowser
1994-11-08,5A04,Raymond L. Dickey
1994-11-08,5A05,Joyce C. Saucier
1996-11-05,5A03,Joseph Bowser
1996-11-05,5A04,Grace J. Lewis
1996-11-05,5A05,Dareck Parks
1998-11-03,5A03,Joseph Bowser
1998-11-03,5A04,"Raymond Dickey, Sr."
1998-11-03,5A05,Dareck Parks
2000-11-07,5A03,Joseph Bowser
2000-11-07,5A04,Timothy Thomas
2000-11-07,5A05,Dareck Parks
2002-11-05,5A03,Norma M. Broadnax
2002-11-05,5A04,Joseph Bowser
2002-11-05,5A05,Dareck Parks
2004-11-02,5A03,Norma M. Broadnax
2004-11-02,5A04,Joseph Bowser
2004-11-02,5A05,Cary Clennon
2006-11-07,5A03,Angel Alston
2006-11-07,5A04,Cynthia M. Reid
2006-11-07,5A05,"Joe Johnson, Jr."
2008-11-04,5A03,Angel Alston
2008-11-04,5A04,"Herman Preston, Jr."
2008-11-04,5A05,Stephen O. McCoy
2010-11-02,5A03,Angel Alston
2010-11-02,5A04,"Herman Preston, Jr."
2010-11-02,5A05,Necola Y. Shaw
2012-11-06,5A03,Adrian Jordan
2012-11-06,5A04,No candidate
2012-11-06,5A05,Ronnie Edwards
1979-11-06,5A06,No candidate
1979-11-06,5A07,No candidate
1979-11-06,5A08,Talmadge L. Moore
1981-11-03,5A06,Harry L. Thomas
1981-11-03,5A07,Douglas A. Daiss
1981-11-03,5A08,Talmadge L. Moore
1984-11-06,5A06,Stephanie B. Brown
1984-11-06,5A07,"Harry Thomas, Jr."
1984-11-06,5A08,Robert Artisst
1986-11-04,5A06,Mary Baird Currie
1986-11-04,5A07,Romaine Bell Thomas
1986-11-04,5A08,Robert Artisst
1988-11-08,5A06,Mary Baird Currie
1988-11-08,5A07,"John H. Mitchell, Sr."
1988-11-08,5A08,Cyril Crocker
1990-11-06,5A06,Mary Baird Currie
1990-11-06,5A07,"John H. Mitchell, Sr."
1990-11-06,5A08,"Allen L. Robinson, Jr."
1992-11-03,5A06,Harry L. Thomas
1992-11-03,5A07,Helen Young
1992-11-03,5A08,Robert Artisst
1994-11-08,5A06,Harry L. Thomas
1994-11-08,5A07,Douglas A. Daiss
1994-11-08,5A08,"Walter W. Black, Jr."
1996-11-05,5A06,Harry L. Thomas
1996-11-05,5A07,Mary Baird Currie
1996-11-05,5A08,Robert Artisst
1998-11-03,5A06,Harry L. Thomas
1998-11-03,5A07,Mary Baird Currie
1998-11-03,5A08,Joanne E. Boxley
2000-11-07,5A06,Mary Baird Currie
2000-11-07,5A07,William R. Evans
2000-11-07,5A08,Darcy Flynn
2002-11-05,5A06,Mary Baird Currie
2002-11-05,5A07,Robert Artisst
2002-11-05,5A08,Tim Thomas
2004-11-02,5A06,Mary Baird Currie
2004-11-02,5A07,William B. Boston
2004-11-02,5A08,Tim Thomas
2006-11-07,5A06,Mary Baird-Currie
2006-11-07,5A07,William B. Boston
2006-11-07,5A08,Timothy Thomas
2008-11-04,5A06,"John J. Feeley, Jr."
2008-11-04,5A07,Carolyn C. Steptoe
2008-11-04,5A08,Timothy Thomas
2010-11-02,5A06,"John J. Feeley, Jr."
2010-11-02,5A07,Carolyn C. Steptoe
2010-11-02,5A08,Timothy Thomas
2012-11-06,5A06,"Albrette ""Gigi"" Ransom"
2012-11-06,5A07,Sandra Washington
2012-11-06,5A08,Angel Sherri Alston
1979-11-06,5A09,Robert Artisst
1979-11-06,5A10,"Andrew P. Corley, Jr."
1979-11-06,5A11,James A. Overgy
1981-11-03,5A09,Robert Artisst
1981-11-03,5A10,"Andrew P. Corley, Jr."
1981-11-03,5A11,Gregory J. Agostinelli
1984-11-06,5A09,"Isaac Williams, Jr."
1984-11-06,5A10,Eddie Harrison
1984-11-06,5A11,Mozelle E. Watkins
1986-11-04,5A09,"Isaac Williams, Jr."
1986-11-04,5A10,James C. Grayton
1986-11-04,5A11,Mozelle E. Watkins
1988-11-08,5A09,Isaac Williams
1988-11-08,5A10,Ruth Goodwin
1988-11-08,5A11,No candidate
1990-11-06,5A09,Betty R. Floyd
1990-11-06,5A10,Ruth Goodwin
1990-11-06,5A11,Karen M. Lancaster
1992-11-03,5A09,Norm Nixon
1992-11-03,5A10,Virgil L. Thompson
1992-11-03,5A11,Alice Y. Haltiwanger
1994-11-08,5A09,Brian K. Flowers
1994-11-08,5A10,Virgil L. Thompson
1994-11-08,5A11,Sharman J. Monroe
1996-11-05,5A09,Brian K. Flowers
1996-11-05,5A10,Virgil L. Thompson
1996-11-05,5A11,Eugene R. Washington
1998-11-03,5A09,Brian K. Flowers
1998-11-03,5A10,Angie L. Corley
1998-11-03,5A11,Eugene R. Washtington
2000-11-07,5A09,John Best
2000-11-07,5A10,Ruth Goodwin
2000-11-07,5A11,Martha K. Pappano
2002-11-05,5A09,W. Ronald Evans
2002-11-05,5A10,Ruth Goodwin
2002-11-05,5A11,Margaret L. Thompson
2004-11-02,5A09,Enid A. Jackson
2004-11-02,5A10,"Rudolph Knott, Jr."
2004-11-02,5A11,Franklyn M. Malone
2006-11-07,5A09,Shirley Rivens Smith
2006-11-07,5A10,"Jhaz Phifer, Sr."
2006-11-07,5A11,Janae Grant
2008-11-04,5A09,Shirley Rivens Smith
2008-11-04,5A10,"Philip Blair, Jr."
2008-11-04,5A11,Janae Grant
2010-11-02,5A09,Shirley Rivens Smith
2010-11-02,5A10,Corey A. Griffin
2010-11-02,5A11,Janae Grant
1979-11-06,5A12,Angelyn Spaulding
1979-11-06,5A13,Edward L. Figgans
1979-11-06,5A14,No candidate
1981-11-03,5A12,Angelyn Spaulding
1981-11-03,5A13,Elizabeth S. Smith
1981-11-03,5A14,Mozelle E. Watkins
1984-11-06,5A12,Deirdre W. Spaulding
1984-11-06,5A13,Harry C. Wheeler
1984-11-06,5A14,Mozelle E. Watkins
1986-11-04,5A12,Deirdre W. Spaulding
1986-11-04,5A13,Ann King
1986-11-04,5A14,Mozelle E. Watkins
1988-11-08,5A12,Deirdre W. Spaulding
1988-11-08,5A13,Sam Darden
1988-11-08,5A14,Mozelle E. Watkins
1990-11-06,5A12,Deirdre W. Spaulding
1990-11-06,5A13,Lester M. Austin
1990-11-06,5A14,Mozelle E. Watkins
1992-11-03,5A12,Robert King
1994-11-08,5A12,Robert King
1996-11-05,5A12,Robert King
1998-11-03,5A12,Robert King
2000-11-07,5A12,Robert King
2002-11-05,5A12,Robert King
2004-11-02,5A12,Robert King
2006-11-07,5A12,Robert King
2008-11-04,5A12,Robert King
2010-11-02,5A12,Robert King
1979-11-06,5A15,No candidate
1979-11-06,5B01,"Horace M. Roberts, Sr."
1979-11-06,5B02,Elliott C. Peacock
1981-11-03,5A15,No candidate
1981-11-03,5B01,Enez W. Martin
1981-11-03,5B02,No candidate
1984-11-06,5A15,Robert King
1984-11-06,5B01,"Horace M. Roberts, Sr."
1984-11-06,5B02,Altha R. Elliott
1986-11-04,5A15,Robert King
1986-11-04,5B01,"Horace M. Roberts, Sr."
1986-11-04,5B02,Altha R. Elliott
1988-11-08,5A15,Robert King
1988-11-08,5B01,Enez W. Martin
1988-11-08,5B02,Altha R. Elliott
1990-11-06,5A15,Robert King
1990-11-06,5B01,Enez W. Martin
1990-11-06,5B02,Altha R. Elliott
1992-11-03,5B01,Enez W. Martin
1992-11-03,5B02,Altha R. Elliott
1994-11-08,5B01,"Horace M. Roberts, Sr."
1994-11-08,5B02,"Harry Thomas, Jr."
1996-11-05,5B01,"Horace M. Roberts, Sr."
1996-11-05,5B02,"Harry Thomas, Jr."
1998-11-03,5B01,Mercile V. Banks
1998-11-03,5B02,"Harry Thomas, Jr."
2000-11-07,5B01,Mercile V. Banks
2000-11-07,5B02,Muriel L. Coles
2002-11-05,5B01,William Shelton
2002-11-05,5B02,Rebecca Scates
2004-11-02,5B01,William Shelton
2004-11-02,5B02,Rebecca Scates
2006-11-07,5B01,William C. Shelton
2006-11-07,5B02,Patricia Brown-Daniels
2008-11-04,5B01,William C. Shelton
2008-11-04,5B02,Patricia Brown-Daniels
2010-11-02,5B01,William C. Shelton
2010-11-02,5B02,Patricia Brown-Daniels
2012-11-06,5B01,Shirley Rivens Smith
2012-11-06,5B02,Ursula Higgins
1979-11-06,5B03,Mary Ann Bennekin
1979-11-06,5B04,Rubell Bing
1979-11-06,5B05,No candidate
1981-11-03,5B03,Mary Ann Bennekin
1981-11-03,5B04,Rubell Bing
1981-11-03,5B05,John H. Hawkins
1984-11-06,5B03,No candidate
1984-11-06,5B04,Rubell Bing
1984-11-06,5B05,No candidate
1986-11-04,5B03,No candidate
1986-11-04,5B04,Yvonne M. Powell
1986-11-04,5B05,No candidate
1988-11-08,5B03,Bernice C. Lewis
1988-11-08,5B04,Yvonne M. Powell
1988-11-08,5B05,Joan M. Tillman
1990-11-06,5B03,Bernice C. Lewis
1990-11-06,5B04,J. R. Richardson
1990-11-06,5B05,Mark A. Jones
1992-11-03,5B03,Mary K. Slade
1992-11-03,5B04,Matthew McLean
1992-11-03,5B05,Clifford Powell
1994-11-08,5B03,Bernice G. Wilson
1994-11-08,5B04,Charlotte M. Briscoe
1994-11-08,5B05,Clifford Powell
1996-11-05,5B03,No candidate
1996-11-05,5B04,No candidate
1996-11-05,5B05,John Frye
1998-11-03,5B03,Regina James
1998-11-03,5B04,No candidate
1998-11-03,5B05,George Jackson
2000-11-07,5B03,Regina James
2000-11-07,5B04,No candidate
2000-11-07,5B05,George Jackson
2002-11-05,5B03,Regina James
2002-11-05,5B04,Rayseen Woodland
2002-11-05,5B05,Keith A. Silver
2004-11-02,5B03,Regina James
2004-11-02,5B04,Rayseen Woodland
2004-11-02,5B05,No candidate
2006-11-07,5B03,Raymond W. Chandler
2006-11-07,5B04,Rayseen Woodland
2006-11-07,5B05,Rosetta B. Davis
2008-11-04,5B03,Regina James
2008-11-04,5B04,Rayseen Woodland
2008-11-04,5B05,Rosetta B. Davis
2010-11-02,5B03,Regina James
2010-11-02,5B04,Vaughn L. Bennett
2010-11-02,5B05,Rosetta B. Davis
2012-11-06,5B03,Tiffany Bridge
2012-11-06,5B04,Carolyn C. Steptoe
2012-11-06,5B05,Jenese L. Jones
1979-11-06,5B06,No candidate
1979-11-06,5B07,No candidate
1979-11-06,5B08,No candidate
1981-11-03,5B06,No candidate
1981-11-03,5B07,Virginia L. Hudson
1981-11-03,5B08,George A. Boyd
1984-11-06,5B06,Flora Reaves
1984-11-06,5B07,George A. Boyd
1984-11-06,5B08,James Chappelle
1986-11-04,5B06,No candidate
1986-11-04,5B07,George A. Boyd
1986-11-04,5B08,Maryrose Chappelle
1988-11-08,5B06,No candidate
1988-11-08,5B07,George A. Boyd
1988-11-08,5B08,Maryrose Chappelle
1990-11-06,5B06,Jo A. Williams-Delaney
1990-11-06,5B07,George A. Boyd
1990-11-06,5B08,Maryrose Chappelle
1992-11-03,5B06,George A. Boyd
1992-11-03,5B07,Maryrose Chappelle
1992-11-03,5B08,Doris V. Johnson
1994-11-08,5B06,George A. Boyd
1994-11-08,5B07,Rhonda Chappelle
1994-11-08,5B08,Doris V. Johnson
1996-11-05,5B06,No candidate
1996-11-05,5B07,Rhonda Chappelle
1996-11-05,5B08,Doris V. Johnson
1998-11-03,5B06,George A. Boyd
1998-11-03,5B07,Rhonda Chappelle
1998-11-03,5B08,Doris V. Johnson
2000-11-07,5B06,Wilhelmina Lawson
2000-11-07,5B07,Rhonda Chappelle
2000-11-07,5B08,Doris V. Johnson
2002-11-05,5B06,Wilhelmina Lawson
2002-11-05,5B07,Rhonda Chappelle
2002-11-05,5B08,Doris V. Johnson
2004-11-02,5B06,Wilhelmina Lawson
2004-11-02,5B07,Arthur Yarbrough
2004-11-02,5B08,Lawrence B. Harris
2006-11-07,5B06,Wilhelmina Lawson
2006-11-07,5B07,David L. Hooper
2006-11-07,5B08,Elise Bernard
2008-11-04,5B06,Wilhelmina Lawson
2008-11-04,5B07,David L. Hooper
2008-11-04,5B08,Tina Laskaris
2010-11-02,5B06,Thalia Wiggins
2010-11-02,5B07,David L. Hooper
2010-11-02,5B08,Tina Laskaris
1979-11-06,5B09,No candidate
1979-11-06,5B10,Lewis E. Lindsey
1979-11-06,5B11,James Chappelle
1981-11-03,5B09,Edward L. Minor
1981-11-03,5B10,Lewis E. Lindsey
1981-11-03,5B11,James Chappelle
1984-11-06,5B09,Lewis E. Lindsey
1984-11-06,5B10,Dandre K. Dorn
1984-11-06,5B11,Mary Banks
1986-11-04,5B09,Lewis E. Lindsey
1986-11-04,5B10,No candidate
1986-11-04,5B11,James Booze
1988-11-08,5B09,Lewis E. Lindsey
1988-11-08,5B10,Essie Jackson
1988-11-08,5B11,James Booze
1990-11-06,5B09,Lewis E. Lindsey
1990-11-06,5B10,Ransellear Simmons
1990-11-06,5B11,James Booze
1992-11-03,5B09,Jeffrey G. Desmukes
1992-11-03,5B10,James Booze
1992-11-03,5B11,Norman E. Chischester
1994-11-08,5B09,Jeffrey G. Desmukes
1994-11-08,5B10,James Booze
1994-11-08,5B11,Patricia M. Overton
1996-11-05,5B09,Joan E. Black
1996-11-05,5B10,No candidate
1996-11-05,5B11,No candidate
1998-11-03,5B09,Joan E. Black
1998-11-03,5B10,Kathy Henderson
1998-11-03,5B11,Bernard M. Richardson
2000-11-07,5B09,Joan E. Black
2000-11-07,5B10,Kathy Henderson
2000-11-07,5B11,Bernard M. Richardson
2002-11-05,5B09,Joan E. Black
2002-11-05,5B10,Kathy Henderson
2002-11-05,5B11,Terrance McMichael
2004-11-02,5B09,Joan E. Black
2004-11-02,5B10,Kathy Henderson
2004-11-02,5B11,"William Myers, Jr."
2006-11-07,5B09,Joan Black
2006-11-07,5B10,India Henderson
2006-11-07,5B11,"William H. Myers, Jr."
2008-11-04,5B09,Jacqueline Manning
2008-11-04,5B10,India Henderson
2008-11-04,5B11,"William H. Myers, Jr."
2010-11-02,5B09,Jacqueline Manning
2010-11-02,5B10,India Henderson
2010-11-02,5B11,"William H. Myers, Jr."
1979-11-06,5B12,No candidate
1979-11-06,5B13,Kittie Stokes
1979-11-06,5B14,No candidate
1981-11-03,5B12,No candidate
1981-11-03,5B13,Kittie Stokes
1981-11-03,5B14,No candidate
1984-11-06,5B12,Rose Edwards-Price
1984-11-06,5B13,Richard V. Stanford
1984-11-06,5B14,No candidate
1986-11-04,5B12,"Nathaniel X. Vance, Jr."
1986-11-04,5B13,No candidate
1986-11-04,5B14,No candidate
1988-11-08,5B12,Rose M. Edwards
1988-11-08,5B13,Gloria Byrd Cain
1988-11-08,5B14,Aulander Stevenson
1990-11-06,5B12,Elaine T. Bush
1990-11-06,5B13,Lyda H. Slade
1990-11-06,5B14,Jeffrey Desmukes
1992-11-03,5B12,Elaine T. Bush
1994-11-08,5B12,Elaine T. Bush
1996-11-05,5B12,No candidate
1998-11-03,5B12,No candidate
2000-11-07,5B12,Jean S.D.F. Taylor
2002-11-05,5B12,Jean S.D.F. Taylor
2004-11-02,5B12,Jean S.D.F. Taylor
2006-11-07,5B12,Joseph L. Paul
2008-11-04,5B12,Maude E. Ababio
2010-11-02,5B12,Bernice S. Blacknell
1979-11-06,5B15,Richard V. Stanford
1979-11-06,5C01,No candidate
1979-11-06,5C02,Juanita C. Barfield
1981-11-03,5B15,Richard V. Stanford
1981-11-03,5C01,No candidate
1981-11-03,5C02,No candidate
1984-11-06,5B15,No candidate
1984-11-06,5C01,Nathaniel Linder
1984-11-06,5C02,Joyce A. Chestnut
1986-11-04,5B15,No candidate
1986-11-04,5C01,Jennifer S.J. Ragins
1986-11-04,5C02,Victor B. Blackburn
1988-11-08,5B15,No candidate
1988-11-08,5C01,"James D. Berry, Jr."
1988-11-08,5C02,Mary Ann Wilmer
1990-11-06,5B15,No candidate
1990-11-06,5C01,"James D. Berry, Jr."
1990-11-06,5C02,Mary Ann Wilmer
1992-11-03,5C01,"James D. Berry, Jr."
1992-11-03,5C02,Mary Ann Wilmer
1994-11-08,5C01,"James D. Berry, Jr."
1994-11-08,5C02,Mary Ann Wilmer
1996-11-05,5C01,"James D. Berry, Jr."
1996-11-05,5C02,Joyce A. Robinson-Paul
1998-11-03,5C01,"James D. Berry, Jr."
1998-11-03,5C02,Joyce A. Robinson-Paul
2000-11-07,5C01,"James D. Berry, Jr."
2000-11-07,5C02,Joyce A. Robinson-Paul
2002-11-05,5C01,"James D. Berry, Jr."
2002-11-05,5C02,Joyce A. Robinson-Paul
2004-11-02,5C01,"James D. Berry, Jr."
2004-11-02,5C02,Cleopatra Jones
2006-11-07,5C01,Anita D. Bonds
2006-11-07,5C02,Kris Hammond
2008-11-04,5C01,Anita D. Bonds
2008-11-04,5C02,Sylvia Pinkney
2010-11-02,5C01,Bradley A. Thomas
2010-11-02,5C02,Sylvia Pinkney
2012-11-06,5C01,Antonette E. Russell
2012-11-06,5C02,Karla Butler
1979-11-06,5C03,Victor B. Blackburn
1979-11-06,5C04,Annie L. Britt
1979-11-06,5C05,No candidate
1981-11-03,5C03,Victor B. Blackburn
1981-11-03,5C04,No candidate
1981-11-03,5C05,Curlie M. Williams
1984-11-06,5C03,Florence H. Pendleton
1984-11-06,5C04,"Charles B. Wilkins, III"
1984-11-06,5C05,Mary L. Barbour
1986-11-04,5C03,Florence H. Pendleton
1986-11-04,5C04,No candidate
1986-11-04,5C05,Mary L.Barbour
1988-11-08,5C03,Florence H. Pendleton
1988-11-08,5C04,Richard L. Sowell
1988-11-08,5C05,Mary L. Barbour
1990-11-06,5C03,Florence H. Pendleton
1990-11-06,5C04,Richard L. Sowell
1990-11-06,5C05,Mary L. Barbour
1992-11-03,5C03,James Shabazz
1992-11-03,5C04,Richard L. Sowell
1992-11-03,5C05,Mary L. Barbour
1994-11-08,5C03,Karen Cotton
1994-11-08,5C04,Sheldon L. Edwards
1994-11-08,5C05,"John T. Harvey, Jr."
1996-11-05,5C03,No candidate
1996-11-05,5C04,Richard L. Sowell
1996-11-05,5C05,Solomon Kendrick
1998-11-03,5C03,James Shabazz
1998-11-03,5C04,Vicky Leonard-Chambers
1998-11-03,5C05,Gwen Southerland
2000-11-07,5C03,Cleopatra Jones
2000-11-07,5C04,Vicky Leonard-Chambers
2000-11-07,5C05,Gwen Southerland
2002-11-05,5C03,Cleopatra Jones
2002-11-05,5C04,Vicky Leonard-Chambers
2002-11-05,5C05,Bertha L. Johnson
2004-11-02,5C03,Tom E. Fulton
2004-11-02,5C04,Robert V. Brannum
2004-11-02,5C05,Bertha L. Johnson
2006-11-07,5C03,Stuart Davenport
2006-11-07,5C04,John Salatti
2006-11-07,5C05,Aaron Knights
2008-11-04,5C03,Stuart Davenport
2008-11-04,5C04,John Salatti
2008-11-04,5C05,Denise L. Wright
2010-11-02,5C03,W. Hugh Youngblood
2010-11-02,5C04,John Salatti
2010-11-02,5C05,Timothy Clark
2012-11-06,5C03,Bob King
2012-11-06,5C04,Jacqueline Manning
2012-11-06,5C05,Regina James
1979-11-06,5C06,Daniel L. Robinson
1979-11-06,5C07,No candidate
1979-11-06,5C08,Edra Derricks
1981-11-03,5C06,Daniel L. Robinson
1981-11-03,5C07,"De Long Harris, Jr."
1981-11-03,5C08,No candidate
1984-11-06,5C06,No candidate
1984-11-06,5C07,Daniel L. Robinson
1984-11-06,5C08,Richard Bradford
1986-11-04,5C06,Tony Dugger
1986-11-04,5C07,Daniel L. Robinson
1986-11-04,5C08,Richard Bradford
1988-11-08,5C06,Tony Dugger
1988-11-08,5C07,James Shabazz
1988-11-08,5C08,Caroline Wills
1990-11-06,5C06,Ellen Carter-Davis
1990-11-06,5C07,Daniel Robinson
1990-11-06,5C08,Caroline Wills
1992-11-03,5C06,Ellen Carter-Davis
1992-11-03,5C07,Daniel L. Robinson
1992-11-03,5C08,Jessie L. Kelsey
1994-11-08,5C06,Ellen Carter-Davis
1994-11-08,5C07,Daniel L. Robinson
1994-11-08,5C08,Jessie L. Kelsey
1996-11-05,5C06,Bertha L. Johnson
1996-11-05,5C07,Vernon Price
1996-11-05,5C08,Bernice P. Taylor
1998-11-03,5C06,Bertha L. Johnson
1998-11-03,5C07,No candidate
1998-11-03,5C08,Timothy Thomas
2000-11-07,5C06,Bertha L. Johnson
2000-11-07,5C07,No candidate
2000-11-07,5C08,No candidate
2002-11-05,5C06,Mary Lois Farmer
2002-11-05,5C07,Dianne Barnes
2002-11-05,5C08,"Marshall R. Phillips, Sr."
2004-11-02,5C06,Mary Lois Farmer-Allen
2004-11-02,5C07,Dianne Barnes
2004-11-02,5C08,"Marshall R. Phillips, Sr."
2006-11-07,5C06,Mary L. Farmer-Allen
2006-11-07,5C07,Barrie Daneker
2006-11-07,5C08,"Marshall R. Phillips, Sr."
2008-11-04,5C06,Mary L. Farmer-Allen
2008-11-04,5C07,Barrie Daneker
2008-11-04,5C08,"Marshall R. Phillips, Sr."
2010-11-02,5C06,Mary L. Farmer-Allen
2010-11-02,5C07,James J. Fournier
2010-11-02,5C08,J. Jioni Palmer
2012-11-06,5C06,Majorie Thomas-Barnes
2012-11-06,5C07,Nolan Teadway
1979-11-06,5C09,No candidate
1979-11-06,5C10,"James Williams, Jr."
1979-11-06,5C11,"Frank E. Braxton, Sr."
1981-11-03,5C09,"Nelson N. Terry, Sr."
1981-11-03,5C10,Mary L. Barbour
1981-11-03,5C11,Raymond A. Jacob
1984-11-06,5C09,Jessie Kelsey
1984-11-06,5C10,Lelia F. Peterbark
1984-11-06,5C11,Virginia L. Matthews
1986-11-04,5C09,Jessie Kelsey
1986-11-04,5C10,Lelia F. Peterbark
1986-11-04,5C11,Virginia L. Matthews
1988-11-08,5C09,Jessie Kelsey
1988-11-08,5C10,Lelia F. Peterbark
1988-11-08,5C11,Virginia L. Matthews
1990-11-06,5C09,Jessie Kelsey
1990-11-06,5C10,Lelia F. Peterbark
1990-11-06,5C11,Virginia L. Matthews
1992-11-03,5C09,Virginia L. Matthews
1992-11-03,5C10,Lelia F. Peterbark
1992-11-03,5C11,Fletcher Gregory
1994-11-08,5C09,"Marshall R. Phillips, Sr."
1994-11-08,5C10,Lelia F. Peterbark
1994-11-08,5C11,Fletcher Gregory
1996-11-05,5C09,"Marshall R. Phillips, Sr."
1996-11-05,5C10,Lelia F. Peterbark
1996-11-05,5C11,No candidate
1998-11-03,5C09,"Marshall R. Phillips, Sr."
1998-11-03,5C10,Debbie Smith
1998-11-03,5C11,Sondra L. Jefferson
2000-11-07,5C09,"Marshall R. Phillips, Sr."
2000-11-07,5C10,Debbie Smith
2000-11-07,5C11,Sondra L. Jefferson
2002-11-05,5C09,Debbie Smith
2002-11-05,5C10,No candidate
2002-11-05,5C11,No candidate
2004-11-02,5C09,Debbie Smith
2004-11-02,5C10,James W. Russell
2004-11-02,5C11,No candidate
2006-11-07,5C09,"Silas H. Grant, Jr."
2006-11-07,5C10,No candidate
2006-11-07,5C11,Allison Defoe
2008-11-04,5C09,"Silas Grant, Jr."
2008-11-04,5C10,Timothy W. Day
2008-11-04,5C11,Ronnie Edwards
2010-11-02,5C09,"Silas Grant, Jr."
2010-11-02,5C10,Charita Brent
2010-11-02,5C11,Ronnie Edwards
1979-11-06,5C12,No candidate
1979-11-06,5C13,No candidate
1979-11-06,5C14,Lelia F. Peterbark
1981-11-03,5C12,Virginia L. Matthews
1981-11-03,5C13,Robert E. Mason
1981-11-03,5C14,Lelia F. Peterbark
1984-11-06,5C12,Robert E. Mason
1984-11-06,5C13,Fletcher Gregory
1986-11-04,5C12,Vincent R. Williams
1986-11-04,5C13,Fletcher Gregory
1988-11-08,5C12,Agnes C. Tibbs
1988-11-08,5C13,Fletcher Gregory
1990-11-06,5C12,Ezekiel J. Shaub
1990-11-06,5C13,Fletcher Gregory
1992-11-03,5C12,No candidate
1994-11-08,5C12,No candidate
1996-11-05,5C12,No candidate
1998-11-03,5C12,Ian Alexander
2000-11-07,5C12,Matthew J. Hanka
2002-11-05,5C12,Derrick O. Holloway
2004-11-02,5C12,Derrick O. Holloway
2006-11-07,5C12,Derrick O. Holloway
2008-11-04,5C12,Albrette (Gigi) Ransom
2010-11-02,5C12,Albrette (Gigi) Ransom
1979-11-06,5C15,Vivian C. Ashton
1979-11-06,5C16,Estella Edds Sims
1981-11-03,5C15,Vivian C. Ashton
1981-11-03,5C16,No candidate
2012-11-06,5D01,Peta-Gay S. Lewis
2012-11-06,5D02,Vonetta Dumas
2012-11-06,5D03,India A. Henderson
2012-11-06,5D04,Bernice S Blacknell
2012-11-06,5D05,Kathy Henderson
2012-11-06,5D06,Tina Laskaris
2012-11-06,5D07,David Hooper
2012-11-06,5E01,Debbie Smith-Steiner
2012-11-06,5E02,Christy 'Love' Davis
2012-11-06,5E03,Tim Clark
2012-11-06,5E04,Sylvia M. Pinkney
2012-11-06,5E05,Joyce Robinson-Paul
2012-11-06,5E06,Teri Janine Quinn
2012-11-06,5E07,Wanda B. Foster
2012-11-06,5E08,Mark Mueller
1979-11-06,6A01,No candidate
1981-11-03,6A01,No candidate
1984-11-06,6A01,Frances L. Queen
1986-11-04,6A01,Clarence Martin
1988-11-08,6A01,Clarence Martin
1990-11-06,6A01,Herb Harris
1992-11-03,6A01,Keith Mitchell
1994-11-08,6A01,Keith Mitchell
1996-11-05,6A01,Robin Denegal
1998-11-03,6A01,Terri Bishop
2000-11-07,6A01,No candidate
2002-11-05,6A01,Wanda Stevens-Harris
2004-11-02,6A01,Robyn Holden
2007-11-06,6A01,Raphael V. Marshall
2008-11-04,6A01,Raphael V. Marshall
2010-11-02,6A01,Adam C. Healy
2012-11-06,5E09,C. Dianne Barnes
2012-11-06,5E10,Angela C. Blanks
2012-11-06,6A01,J. Omar Mahmud
1979-11-06,6A02,No candidate
1979-11-06,6A03,No candidate
1979-11-06,6A04,No candidate
1981-11-03,6A02,No candidate
1981-11-03,6A03,No candidate
1981-11-03,6A04,No candidate
1984-11-06,6A02,Norman J. Simmons
1984-11-06,6A03,Frank Milner
1984-11-06,6A04,Clarence W. Dunlap
1986-11-04,6A02,Irving Hinton
1986-11-04,6A03,No candidate
1986-11-04,6A04,Willie F. Fisher
1988-11-08,6A02,Irving Hinton
1988-11-08,6A03,Virginia Evans
1988-11-08,6A04,Shawn Harmon
1990-11-06,6A02,Irving Hinton
1990-11-06,6A03,Mary E. Jackson
1990-11-06,6A04,Bill Hayden
1992-11-03,6A02,Tyrone Tate
1992-11-03,6A03,Carolyn P. Serfass
1992-11-03,6A04,Tom Hamilton
1994-11-08,6A02,"Daniel M. Pernell, III"
1994-11-08,6A03,Karen Wirt
1994-11-08,6A04,Margie A. Utley
1996-11-05,6A02,"Daniel M. Pernell, III"
1996-11-05,6A03,Karen Wirt
1996-11-05,6A04,Jim Schulman
1998-11-03,6A02,"Daniel M. Pernell, III"
1998-11-03,6A03,Frank B. Withrow
1998-11-03,6A04,Gus M. Ventura
2000-11-07,6A02,"Daniel M. Pernell, III"
2000-11-07,6A03,Keith Jerrell
2000-11-07,6A04,Joe Amon
2002-11-05,6A02,Joseph V. Fengler
2002-11-05,6A03,Cody Rice
2002-11-05,6A04,Nicholas Alberti
2004-11-02,6A02,Joseph V. Fengler
2004-11-02,6A03,Cody Rice
2004-11-02,6A04,Nicholas Alberti
2006-11-07,6A02,Joseph V. Fengler
2006-11-07,6A03,David Holmes
2006-11-07,6A04,Nicholas Alberti
2008-11-04,6A02,Joseph V. Fengler
2008-11-04,6A03,David Holmes
2008-11-04,6A04,Nicholas Alberti
2010-11-02,6A02,Drew Ronneberg
2010-11-02,6A03,David Holmes
2010-11-02,6A04,Nick Alberti
2012-11-06,6A02,Gloria Nauden
2012-11-06,6A03,David Holmes
2012-11-06,6A04,Nick Alberti
1979-11-06,6A05,No candidate
1979-11-06,6A06,No candidate
1979-11-06,6A07,T. Jay Reynolds
1981-11-03,6A05,No candidate
1981-11-03,6A06,Ernest Postell
